sequence_id	bgc_id	start	end	type
1798536.SAMN04316212.METB01000001	BGC0001556	353283	374793	NRP;Polyketide
1798576.SAMN04313867.MHBK01000055	BGC0001558	124797	179068	Polyketide
1798605.SAMN04315383.MFOC01000007	BGC0001559	209495	266565	RiPP
1798690.SAMN04316062.MFQL01000008	BGC0001560	150104	178896	NRP;Polyketide
1799789.SAMN04487161.LSNE01000011	BGC0001561	177494	195072	NRP
1801607.SAMN04315321.MFRM01000003	BGC0001562	143910	163353	NRP
1801629.SAMN04490775.LVHU01000001	BGC0001563	167885	220885	NRP;Polyketide
1801780.SAMN04315070.MFVE01000005	BGC0001564	152134	206532	NRP;Polyketide
180197.SAMN02982919.FOGD01000002	BGC0001565	313578	403974	NRP
1802014.SAMN04315469.MHZT01000003	BGC0001566	119127	149334	Polyketide
1802014.SAMN04315469.MHZT01000051	BGC0001567	164403	195269	NRP
1802177.SAMN04313958.MIAR01000032	BGC0001568	197657	255874	Polyketide
1802216.SAMN04315165.MHPC01000004	BGC0001569	145641	191898	NRP
1802352.SAMN04313965.MICX01000009	BGC0001570	209316	224800	NRP
180332.SAMN03217299.JTGN01000001	BGC0001571	438513	504845	Terpene
1803372.SAMN04497911.LVWJ02000014	BGC0001572	2168329	2181318	Unknown
1804758.SAMN04853764.LWLA01000047	BGC0001573	233858	261001	Alkaloid
1805421.SAMN04328238.MNWT01000005	BGC0001574	145166	169260	NRP
1805429.SAMN04328291.MNZV01000009	BGC0001575	158591	188563	NRP
1805472.SAMEA4043121.LT594785	BGC0001576	1266472	1283244	RiPP
1805478.SAMEA4554851.LT635455	BGC0001577	1052137	1055044	RiPP
1805819.SAMN04893747.LXRG01000173	BGC0001578	130618	161768	Polyketide
1806668.SAMN04506809.LTAW01000002	BGC0001579	257026	265864	RiPP
1806668.SAMN04506809.LTAW01000006	BGC0001580	150969	224996	Polyketide
1806670.SAMN04506967.LUTR01000003	BGC0001582	163458	237467	NRP
1807751.SAMN04517358.DAAN01000009	BGC0001583	124994	146061	Polyketide
1810504.SAMN04528780.CP014671	BGC0001584	1531322	1604439	Polyketide
1811533.SAMN04534567.LUNR01000001	BGC0001585	273056	317289	Alkaloid
1811533.SAMN04534567.LUNR01000004	BGC0001586	189367	208440	Saccharide
1816676.SAMEA3949864.LT559262	BGC0001587	1862957	1871212	Unknown
1816677.SAMEA4043116.LT594609	BGC0001588	679012	703411	Saccharide
1816684.SAMEA103910525.LT821239	BGC0001589	689253	720535	Saccharide
1816693.SAMEA4478607.LT622359	BGC0001590	463153	506236	Polyketide
1816695.SAMEA4518411.LT629730	BGC0001591	198940	229184	Unknown
1816696.SAMEA3959753.FLKH01000009	BGC0001592	175104	194791	Unknown
1817770.SAMN04314753.MFNC01000015	BGC0001593	287030	352930	NRP
1818881.SAMN04574145.LVKA01000019	BGC0001594	181344	220186	Alkaloid
1818881.SAMN04574145.LVKA01000021	BGC0001595	135536	163763	Alkaloid
1820336.SAMN06670373.NBOG01000004	BGC0001596	157238	203926	Polyketide
182270.SAMD00028746.BBWN01000001	BGC0001597	205979	277494	Polyketide
1824.SAMN05444423.FOTX01000002	BGC0001598	311498	369094	NRP;Polyketide
1826909.SAMN04622366.LWHJ01000022	BGC0001599	426814	436187	NRP
1826909.SAMN04622366.LWHJ01000027	BGC0001600	239795	263394	Polyketide
1826909.SAMN04622366.LWHJ01000029	BGC0001601	166964	168107	RiPP
1827385.SAMN04606797.LWDM01000023	BGC0001602	199950	206885	RiPP
1827385.SAMN04606797.LWDM01000074	BGC0001603	136974	183432	Saccharide
1828.SAMN05846348.MKKY01000042	BGC0001604	130663	160663	Terpene
1830.SAMN03753826.LDUF01000005	BGC0001605	153165	162283	Terpene
1834121.SAMN04634265.LZHW01000087	BGC0001606	81594	104138	Polyketide
1834181.SAMN04634079.NGLE01000001	BGC0001607	678703	706942	Unknown
1834181.SAMN04634079.NGLE01000002	BGC0001608	336369	383186	NRP
1834207.SAMN04621622.CP015404	BGC0001609	2273491	2303612	NRP
1834519.SAMN04851281.CP015317	BGC0001610	3069860	3087494	Unknown
1836467.SAMN04633439.CP018760	BGC0001611	2122008	2194901	NRP;Polyketide
1839936.SAMN04871411.LYOR01000001	BGC0001612	170214	211490	Alkaloid
1841599.SAMN04924820.MDVT01000007	BGC0001614	617458	665340	NRP
1841867.SAMEA4519287.LT629939	BGC0001615	1288486	1299473	NRP
1841868.SAMEA103910483.FWCH01000012	BGC0001616	973010	987039	NRP;Polyketide
1842535.SAMN04909709.CP016460	BGC0001617	1929519	1976015	Terpene
1843236.SAMN05928587.KV887143	BGC0001618	108322	116917	RiPP
1843236.SAMN05928587.MOLY01000046	BGC0001619	188722	523470	Polyketide
1848038.SAMN04958149.LXUF01000011	BGC0001620	284055	341811	Polyketide
1848039.SAMN04958150.LXTQ01000001	BGC0001621	377133	404302	NRP
1849170.SAMN04965933.LXYH01000016	BGC0001622	122634	146237	Polyketide
1849171.SAMN04965935.LXYP01000006	BGC0001623	182355	219936	NRP;Polyketide
1849358.SAMN04957306.LXYL01000015	BGC0001624	163093	206866	Unknown
1849491.SAMN06196447.CP019573	BGC0001625	841919	864625	Polyketide
1849719.SAMN05001249.LYBV02000026	BGC0001626	142969	183509	Polyketide
1849719.SAMN05001249.LYBV02000027	BGC0001627	127271	138077	NRP
1849968.SAMN05001254.MDJD01000054	BGC0001628	580960	616816	NRP
185008.SAMN02910451.FMUR01000003	BGC0001630	189317	226121	NRP;Polyketide
1850362.SAMN05003917.MAQW01000032	BGC0001631	147685	173958	NRP;Polyketide
1851204.SAMN05017669.LYCS01000001	BGC0001632	407836	413016	RiPP
1851204.SAMN05017669.LYCS01000002	BGC0001633	253577	259792	Unknown
1852381.SAMEA4555866.LT635861	BGC0001634	415757	421231	RiPP
1852384.SAMEA48259918.FUHT01000002	BGC0001635	424646	474080	NRP;Polyketide
1852522.SAMN06295960.FXAZ01000006	BGC0001636	153833	228833	NRP
1852621.SAMN04939355.LYSY01000004	BGC0001637	212714	231293	NRP
1852621.SAMN04939355.LYSY01000005	BGC0001638	163958	169841	RiPP
1852776.SAMN05170437.LZDB01000001	BGC0001639	363708	368720	RiPP
1853258.SAMN05172617.LZFW01000002	BGC0001640	162375	174508	RiPP
1855285.SAMN05216303.FNJA01000001	BGC0001641	760202	809739	NRP
1855291.SAMN05216327.FNYL01000005	BGC0001642	277099	278819	Terpene
1855297.SAMN05216524.FRCM01000003	BGC0001644	387532	516014	Polyketide
1855333.SAMN05216299.FOPV01000001	BGC0001645	130504	136113	RiPP
1855338.SAMN05216428.FRBV01000002	BGC0001646	235497	334971	Polyketide
1855338.SAMN05216428.FRBV01000003	BGC0001647	127164	145473	Polyketide
1855343.SAMN05216356.FOPH01000001	BGC0001648	188674	264841	Polyketide
1855351.SAMN05216482.FNTN01000002	BGC0001649	176863	231958	Polyketide
1855377.SAMN05216534.LT627734	BGC0001650	753030	779159	NRP
1855383.SAMN05216548.FOFG01000001	BGC0001651	340709	351420	Unknown
1855383.SAMN05216548.FOFG01000003	BGC0001652	148066	173634	NRP
1855384.SAMN05216436.FOBR01000004	BGC0001653	133736	199969	Polyketide
1855394.SAMN05216348.FOHD01000002	BGC0001654	171914	191717	Saccharide
1855400.SAMN05216413.FOIY01000003	BGC0001655	223338	228910	RiPP
1855400.SAMN05216413.FOIY01000004	BGC0001656	173511	274690	Polyketide
1855519.SAMN05188807.CP015987	BGC0001657	562406	634183	NRP
1855823.SAMN06829615.CP021059	BGC0001658	1204029	1257558	Polyketide
1856405.SAMN05511236.MJIC01000009	BGC0001659	195764	212321	Terpene
1856405.SAMN05511236.MJIC01000015	BGC0001660	431857	439744	RiPP
1856638.SAMN05199910.LZDD01000001	BGC0001661	563263	586503	Polyketide
1860085.SAMN05219210.MPCU01000003	BGC0001663	295589	318578	Polyketide
1860125.SAMN05231707.LZRP01000003	BGC0001664	191209	218951	Terpene
1861784.SAMN05231708.LZRO01000001	BGC0001665	83361	102880	Polyketide
1867258.SAMN04994459.MAGT01000009	BGC0001666	122436	192186	Polyketide
1867952.SAMEA4346298.FLYE01000001	BGC0001667	360150	415287	NRP;Polyketide
1867956.SAMN05829247.MKIM01000028	BGC0001668	408617	416161	NRP
1870993.SAMEA4519291.FNWC01000007	BGC0001669	1333773	1373774	RiPP
1870994.SAMEA4555321.FQLW01000006	BGC0001670	645516	734376	Polyketide
1870997.SAMEA4519299.FNWE01000001	BGC0001671	186854	264568	NRP
1871002.SAMEA4521271.FNWH01000006	BGC0001672	743941	786569	NRP
1871003.SAMEA4519289.LT629960	BGC0001673	1037237	1040152	RiPP
1871012.SAMEA47410918.FUHN01000006	BGC0001674	228037	239950	RiPP
1871015.SAMEA103911226.LT827126	BGC0001675	493049	560049	Polyketide
1871030.SAMEA37054168.LT699727	BGC0001677	227723	251048	Polyketide
1871035.SAMEA4519304.FTRU01000007	BGC0001678	361434	373746	Unknown
187304.SAMN06292063.CP019630	BGC0001679	2930142	2942624	NRP
187493.SAMN02687544.CP017810	BGC0001680	1948489	1949281	Unknown
1880902.SAMN05417939.MBRF01000016	BGC0001681	199309	201172	Unknown
1881028.SAMN05428985.FNFN01000005	BGC0001682	290309	291841	Unknown
1881048.SAMN05428975.FNJV01000002	BGC0001683	559182	563513	Unknown
1881049.SAMN05428947.FODR01000009	BGC0001684	175394	180183	Unknown
1881049.SAMN05428947.FODR01000011	BGC0001685	145556	148433	Unknown
1881049.SAMN05428947.FODR01000012	BGC0001686	135663	151601	NRP
1881057.SAMN05428996.FNKA01000002	BGC0001687	450381	491351	Unknown
1881060.SAMN05428976.FUYD01000002	BGC0001688	192456	222700	Unknown
1881103.SAMN05428965.FNIQ01000002	BGC0001690	423158	514936	Polyketide
1882753.SAMN05444416.FNPL01000002	BGC0001692	99884	132798	NRP
1882754.SAMN05444424.FQVY01000001	BGC0001693	538813	604237	Polyketide
1882764.SAMN05443252.FOMA01000002	BGC0001694	355903	429773	Polyketide
1882764.SAMN05443252.FOMA01000007	BGC0001695	147066	188266	NRP
1882772.SAMN05443582.FNIY01000001	BGC0001696	582029	592014	RiPP
1882772.SAMN05443582.FNIY01000002	BGC0001697	585250	632265	Polyketide
1882828.SAMN05444680.FNRO01000007	BGC0001698	119472	133690	NRP
1882832.SAMN05444162.LT629764	BGC0001699	2708073	2738500	Polyketide
1883416.SAMN05417700.CP019326	BGC0001700	2081459	2213809	Polyketide
1884358.SAMN05518872.FOGY01000001	BGC0001701	369024	385244	RiPP
1884358.SAMN05518872.FOGY01000003	BGC0001702	189857	258061	NRP;Polyketide
1884359.SAMN05518871.FNHY01000002	BGC0001703	259273	300843	Unknown
1884359.SAMN05518871.FNHY01000005	BGC0001704	139387	177050	Unknown
1884373.SAMN05518861.FPBI01000002	BGC0001705	250809	299049	NRP;Polyketide
1884377.SAMN05518847.FOCJ01000003	BGC0001706	239229	268174	Terpene
1884377.SAMN05518847.FOCJ01000004	BGC0001707	227940	255186	RiPP
1884381.SAMN05518846.FORT01000004	BGC0001708	210615	243612	Polyketide;Terpene
1884381.SAMN05518846.FORT01000005	BGC0001709	136431	255637	Polyketide
1884381.SAMN05518846.FORT01000008	BGC0001710	131928	151489	NRP
1884382.SAMN05518855.FNNV01000005	BGC0001711	170694	225932	NRP;Polyketide
1884432.SAMN05518683.FOXD01000002	BGC0001712	165088	206151	Unknown
1886027.SAMN05463471.MDJS01000005	BGC0001713	197509	208672	Unknown
188872.SAMN03080602.FXAO01000002	BGC0001715	280610	330736	NRP
1888890.SAMN05554149.MDDP01000004	BGC0001716	139495	182936	NRP
1888913.SAMN06670374.NBOF01000004	BGC0001717	234548	254210	Alkaloid
188906.SAMN04488526.FNZQ01000004	BGC0001718	176032	191248	NRP
188937.SAMN03081414.AE010299	BGC0001719	2888009	2926668	Polyketide
1889813.SAMN05505093.CP017039	BGC0001720	1445693	1491315	Polyketide
1889913.SAMN05567310.MDGT01000002	BGC0001721	304372	334767	NRP
1889913.SAMN05567310.MDGT01000005	BGC0001722	155573	174156	Polyketide
1891671.SAMN06295885.FXBM01000002	BGC0001723	617391	628124	Polyketide
1891921.SAMN05601431.MDTU01000002	BGC0001724	137171	208227	NRP;Polyketide
1892596.SAMN05582966.MDVX01000002	BGC0001725	265891	272692	Unknown
1892596.SAMN05582966.MDVX01000003	BGC0001726	190795	222432	NRP;Polyketide
1892843.SAMEA4413790.FMMP01000007	BGC0001727	191447	204649	RiPP
1892843.SAMEA4413790.FMMP01000015	BGC0001728	130131	196769	NRP;Polyketide
1892843.SAMEA4413790.FMMP01000028	BGC0001729	206541	253992	Polyketide;Terpene
1892847.SAMEA4535142.FPEH01000012	BGC0001730	243188	283589	Polyketide
1892847.SAMEA4535142.FPEH01000014	BGC0001731	261253	325253	Unknown
189382.SAMN03332000.JXZC01000001	BGC0001732	655241	720241	Unknown
189382.SAMN05728461.MINN01000117	BGC0001733	172755	180825	RiPP
189518.SAMN02603127.AE010301	BGC0001735	180688	220238	Unknown
1895689.SAMN05660576.MKUH01000019	BGC0001736	172460	185348	NRP
1895690.SAMN05660538.MKSV01000009	BGC0001737	118171	171659	NRP;Polyketide
1895704.SAMN05660540.MKSX01000027	BGC0001738	130435	154761	NRP;Polyketide
1895714.SAMN05660521.MKSE01000012	BGC0001739	116347	131242	Unknown
1895717.SAMN05660514.MKRX01000005	BGC0001740	169625	269625	NRP;Polyketide
1895717.SAMN05660514.MKRX01000015	BGC0001741	189018	231964	NRP;Polyketide
1895729.SAMN05660584.MKUP01000006	BGC0001742	158929	209344	Polyketide
1895729.SAMN05660584.MKUP01000007	BGC0001743	151835	154882	RiPP
1895729.SAMN05660584.MKUP01000025	BGC0001745	182700	188093	RiPP
1895739.SAMN05660551.MKTI01000006	BGC0001746	446251	447370	Terpene
1895740.SAMN05660550.MKTH01000004	BGC0001747	159453	170609	Unknown
1895746.SAMN05660554.MKTL01000016	BGC0001748	256437	275142	NRP;Polyketide
1895754.SAMN05660595.MKVA01000003	BGC0001749	220598	275583	Polyketide
1895756.SAMN05660534.MKSR01000008	BGC0001750	271091	309346	NRP;Polyketide
1895756.SAMN05660534.MKSR01000019	BGC0001751	280668	350147	NRP;Polyketide
1895767.SAMN05660556.MKTN01000038	BGC0001752	130692	169784	NRP
1895771.SAMN05660602.MKVH01000021	BGC0001753	159408	180060	RiPP
1895792.SAMN05660609.MKVO01000006	BGC0001754	144830	188032	NRP;Polyketide
1895792.SAMN05660609.MKVO01000007	BGC0001755	168027	271941	Polyketide
1895792.SAMN05660609.MKVO01000009	BGC0001756	146892	170767	Terpene
1895794.SAMN05660561.MKTS01000013	BGC0001757	230684	233906	Unknown
1895795.SAMN05660611.MKVQ01000005	BGC0001758	372147	395124	NRP
1895810.SAMN05660617.MKVW01000006	BGC0001759	237926	351756	Polyketide
1895810.SAMN05660617.MKVW01000009	BGC0001760	883218	912312	NRP
1895812.SAMN05660620.MKVZ01000003	BGC0001761	169883	220661	Polyketide
1895815.SAMN05660500.MKRJ01000008	BGC0001762	168161	204377	Alkaloid
1895816.SAMN05660619.MKVY01000038	BGC0001763	268029	323671	NRP;Polyketide
1895824.SAMN05660624.MKWD01000020	BGC0001764	231216	299138	NRP
1895826.SAMN05660625.MKWE01000031	BGC0001765	255766	280115	Saccharide
1895832.SAMN05660536.MKST01000001	BGC0001766	170441	218653	NRP
1895834.SAMN05660566.MKTX01000007	BGC0001767	279535	309767	NRP
1895834.SAMN05660566.MKTX01000017	BGC0001768	181395	209509	NRP
1895835.SAMN05660626.MKWF01000008	BGC0001769	118462	163202	Polyketide
1895835.SAMN05660626.MKWF01000026	BGC0001770	153841	248268	Polyketide
1895835.SAMN05660626.MKWF01000029	BGC0001771	150912	169390	NRP
1895835.SAMN05660626.MKWF01000046	BGC0001772	165470	285613	Polyketide
1895835.SAMN05660626.MKWF01000048	BGC0001773	138839	246150	Polyketide
1895837.SAMN05660627.MKWG01000037	BGC0001774	193599	217624	Unknown
1895839.SAMN05660567.MKTY01000018	BGC0001775	184203	214204	Terpene
1895839.SAMN05660567.MKTY01000020	BGC0001776	900010	968354	Terpene
1895839.SAMN05660567.MKTY01000027	BGC0001777	210303	235415	Terpene
1895841.SAMN05660568.MKTZ01000008	BGC0001778	155330	171805	Unknown
1895854.SAMN05660572.MKUD01000058	BGC0001779	187177	193469	RiPP
1895854.SAMN05660572.MKUD01000063	BGC0001780	257158	309798	NRP
1895867.SAMN05660638.MKWR01000004	BGC0001781	146330	149232	RiPP
1895867.SAMN05660638.MKWR01000013	BGC0001782	136876	176875	Unknown
1895868.SAMN05660636.MKWP01000002	BGC0001783	187283	251324	Unknown
1895922.SAMN05660543.MKTA01000015	BGC0001785	245060	340364	Polyketide
1895924.SAMN05660583.MKUO01000004	BGC0001786	163351	174305	RiPP
1895924.SAMN05660583.MKUO01000007	BGC0001787	182654	195972	RiPP
1895925.SAMN05660582.MKUN01000028	BGC0001788	173362	184871	RiPP
1895927.SAMN05660591.MKUW01000019	BGC0001789	193792	207440	RiPP
1895927.SAMN05660591.MKUW01000028	BGC0001790	327137	362112	NRP
1896210.SAMN05720762.FRAY01000005	BGC0001791	204629	234822	NRP
1896217.SAMN05720472.FRCW01000004	BGC0001792	220902	303366	NRP
1896224.SAMN05720487.FRBF01000001	BGC0001793	152091	175089	Polyketide
1896966.SAMN05717309.MNTZ01000001	BGC0001794	102435	126351	Polyketide
1896975.SAMN05717225.MNQT01000023	BGC0001795	133105	220963	Polyketide
1896990.SAMN05717258.MNSA01000006	BGC0001796	252762	293344	NRP
1897008.SAMN05717302.MNTS01000016	BGC0001797	161863	184097	RiPP
1897630.SAMN05687752.MIEQ01000061	BGC0001799	138660	1073756	Alkaloid
1897634.SAMN05687756.MIEU01000010	BGC0001800	246107	301398	NRP;Polyketide
1897634.SAMN05687756.MIEU01000014	BGC0001801	152570	181381	NRP
1898042.SAMN05729687.MIEL01000029	BGC0001802	242602	254086	RiPP
1898203.SAMN06296386.FUZG01000005	BGC0001806	135849	196302	NRP
1902299.SAMN05513440.MJAN01000001	BGC0001807	259954	358746	NRP;Polyketide
1903117.SAMN05786344.MJEJ01000048	BGC0001808	143805	154215	Unknown
1903117.SAMN05786344.MJEJ01000049	BGC0001809	167802	169899	Unknown
1903181.SAMN05770050.MSDW01000001	BGC0001810	827099	843366	Polyketide
1903952.SAMN05792409.MJIL01000095	BGC0001811	149710	176982	Terpene
1904962.SAMN05830217.MKKI01000011	BGC0001812	225423	299318	Polyketide
1904969.SAMN05830213.MKKE01000011	BGC0001813	135961	164073	NRP
1905358.SAMN05827319.MLAX01000001	BGC0001814	699785	757522	NRP
1905358.SAMN05827319.MLAX01000005	BGC0001816	287485	406247	NRP;Polyketide
1905359.SAMN05827322.MLAY01000007	BGC0001817	423173	626589	Unknown
1905359.SAMN05827322.MLAY01000016	BGC0001818	134047	174502	NRP
1906157.SAMN05890506.MOYA01000001	BGC0001819	1619279	1648842	Polyketide
1906157.SAMN05890506.MOYA01000004	BGC0001820	178372	224691	NRP
1906166.SAMN05890507.MOYB01000005	BGC0001822	120778	165441	NRP
1906246.SAMD00064366.BDJH01000002	BGC0001823	1180048	1256488	NRP;Polyketide
1907413.SAMN05880561.FTMQ01000005	BGC0001824	155678	173215	NRP
1907415.SAMN05880593.FWXU01000003	BGC0001825	168366	183216	NRP
1909395.SAMN05912833.CP017717	BGC0001826	5901721	5919096	NRP
1909671.SAMEA4555823.LT669948	BGC0001827	1160627	1209549	Polyketide
1911682.SAMN06309550.MUZU01000001	BGC0001828	354207	428942	Polyketide
1911682.SAMN06309550.MUZU01000005	BGC0001829	174181	199317	NRP;Polyketide
1912795.SAMN05938308.CP017812	BGC0001830	1107873	1172044	Polyketide
1912856.SAMEA2681676.LM997412	BGC0001831	781043	787337	Polyketide
1913078.SAMN05942614.MNPM01000042	BGC0001833	128984	177806	NRP
1913078.SAMN05942614.MNPM01000051	BGC0001836	82009	167188	Polyketide
1915077.SAMN05969897.MPZS01000001	BGC0001838	1032231	1063231	NRP
1916322.SAMN05904540.DAAY01000003	BGC0001839	342339	363554	Terpene
1916956.SAMN06006676.CP018091	BGC0001842	1272728	1315542	NRP
1917163.SAMN06007749.MPHJ01000004	BGC0001844	174011	194749	NRP
1917485.SAMN06013870.CP018076	BGC0001846	1794263	1834837	NRP;Saccharide
1917887.SAMEA18123418.LT799418	BGC0001848	2345133	2403331	Unknown
1918508.SAMN06018848.MPOU01000024	BGC0001849	241393	248343	RiPP
1918945.SAMEA26613418.FSSB01000009	BGC0001850	155302	178805	Unknown
1918946.SAMEA26629168.FUFT01000002	BGC0001851	525696	569596	Polyketide;Saccharide
1920190.SAMN06020410.MPOI01000002	BGC0001852	439196	483359	Polyketide;Saccharide
1920419.SAMN05991844.MQUF01000002	BGC0001854	156157	190227	Polyketide
1920421.SAMN05929610.MRTH01000003	BGC0001856	249146	436069	Polyketide
1920421.SAMN05929610.MRTH01000004	BGC0001857	203358	231475	Alkaloid;Polyketide
1920421.SAMN05929610.MRTH01000007	BGC0001859	168818	191993	Unknown
1920421.SAMN05929610.MRTH01000010	BGC0001860	139008	155395	RiPP
1920422.SAMN05929616.MRTK01000003	BGC0001861	141442	150728	RiPP
1920636.SAMN06041133.MPPJ01000006	BGC0001862	132126	139993	RiPP
1921144.SAMN05929609.MPVN01000001	BGC0001863	1054542	1066456	RiPP;Terpene
1921549.SAMEA4560776.LT669949	BGC0001864	225225	233992	RiPP
1922337.SAMN06074267.MQTZ01000002	BGC0001865	94097	130280	Polyketide
1924269.SAMN06094650.MRAD01000001	BGC0001866	179687	212977	Polyketide
1924269.SAMN06094650.MRAD01000003	BGC0001868	147668	158709	Unknown
1924269.SAMN06094650.MRAD01000004	BGC0001870	155431	170089	Unknown
1925020.SAMN06102001.MRBK01000006	BGC0001872	290670	311161	Polyketide
1925589.SAMN06111205.MRBS01000002	BGC0001873	286064	294670	NRP
1925591.SAMN05823501.MLAW01000002	BGC0001874	141179	158080	NRP;Polyketide
1925762.SAMN06187575.MSPQ01000006	BGC0001877	200291	394630	Polyketide
1926277.SAMEA48421918.LT732535	BGC0001881	1960739	2004018	NRP;Polyketide
1926280.SAMEA49089418.LT732529	BGC0001882	2141511	2184868	Polyketide
1926588.SAMN05929630.MRTX01000010	BGC0001883	120064	141065	Unknown
1926881.SAMN06127491.MRUL01000001	BGC0001884	366657	408613	NRP;Polyketide
1926881.SAMN06127491.MRUL01000002	BGC0001885	274626	358051	Polyketide
192814.SAMEA87354418.FVYZ01000003	BGC0001886	562220	598924	Polyketide
192843.SAMN06213942.MTEI01000002	BGC0001887	353037	358968	RiPP
1928762.SAMN06145967.MSDP01000018	BGC0001888	152474	171975	Unknown
192903.SAMN04488513.FQYU01000002	BGC0001889	494625	499715	RiPP
192903.SAMN04488513.FQYU01000005	BGC0001890	138598	166955	NRP
192904.SAMN04488514.FNGV01000001	BGC0001892	546157	610225	Polyketide
192904.SAMN04488514.FNGV01000002	BGC0001893	356746	381582	Unknown
192904.SAMN04488514.FNGV01000005	BGC0001894	163820	194117	Saccharide
193.SAMN02982994.FXBR01000007	BGC0001895	244790	263140	Polyketide
1930012.SAMN06140808.MSGS01000031	BGC0001896	194917	203246	Unknown
1932366.SAMN04018715.LIYL01000010	BGC0001897	206508	223183	Polyketide
1932366.SAMN04018715.LIYL01000059	BGC0001898	127133	175016	Terpene
1933778.SAMN06213933.MTQP01000060	BGC0001899	136815	191625	Polyketide
1933779.SAMN06213936.MTQO01000040	BGC0001900	127755	134024	NRP
1933779.SAMN06213936.MTQO01000041	BGC0001901	129572	164738	Polyketide
1933779.SAMN06213936.MTQO01000042	BGC0001902	85716	122891	NRP;Polyketide
1933779.SAMN06213936.MTQO01000043	BGC0001903	151848	162718	Unknown
1933779.SAMN06213936.MTQO01000044	BGC0001904	86284	120387	Polyketide
1933779.SAMN06213936.MTQO01000048	BGC0001905	247175	250978	Polyketide
1933817.SAMN06213931.MTQN01000012	BGC0001906	1152534	1216985	Polyketide
1933868.SAMN06215933.MTCM01000002	BGC0001907	457219	501220	Polyketide
193461.SAMN02645331.JNZD01000006	BGC0001909	150242	218603	Polyketide
1935108.SAMN06226395.MTON01000024	BGC0001910	129748	142173	Terpene
1935147.SAMN06226403.MTOV01000002	BGC0001911	232683	243282	Terpene
1936080.SAMN06236788.CP019388	BGC0001912	1589145	1622710	NRP
1943.SAMN04193353.KQ948767	BGC0001913	207230	251030	Polyketide
195105.SAMN02687979.JGYG01000002	BGC0001914	264876	277697	Unknown
1955620.SAMN06315040.MVBC01000007	BGC0001917	146078	163078	Polyketide
1955701.SAMN06319294.MVEC01000005	BGC0001918	170545	203068	NRP;Polyketide
1961100.SAMN06342765.MWTB01000004	BGC0001919	158200	200561	NRP;Polyketide
1962155.SAMN06368464.MWIH01000002	BGC0001921	237479	249347	Unknown
196367.SAMN02799706.JNFG01000005	BGC0001922	131975	169755	Polyketide
196367.SAMN02799706.JNFG01000201	BGC0001923	182307	215308	Polyketide;Terpene
1969111.SAMN06349019.MZNT01000013	BGC0001924	118288	124288	Terpene
1977865.SAMN06562975.CP020778	BGC0001925	648068	668556	Alkaloid
1977875.SAMN06641963.NEGI01000003	BGC0001926	170738	198744	Polyketide
1977884.SAMN06641972.NEFZ01000002	BGC0001927	381962	409667	Unknown
1977912.SAMN06670196.NCSU01000011	BGC0001928	424061	432611	Unknown
1978760.SAMN06189372.MSXP01000004	BGC0001929	140366	145044	RiPP
1980001.SAMN06758758.CP020857	BGC0001930	2077133	2082334	RiPP
198092.SAMN02745194.FQZF01000002	BGC0001931	256078	345393	Polyketide
198107.SAMN03342159.CP011072	BGC0001932	2496194	2657697	Polyketide
1985174.SAMN06840506.NFUV01000003	BGC0001933	226132	236411	RiPP
1987385.SAMN04633997.NGMT01000002	BGC0001934	555605	607568	Polyketide
199.SAMN03457017.NEFM01000011	BGC0001935	155741	164853	Unknown
199.SAMN04577765.LVLC01000001	BGC0001936	406469	437470	Terpene
199136.SAMEA3249780.CECE01000007	BGC0001937	192112	200522	Unknown
1993.SAMN04489713.FOVH01000002	BGC0001938	350367	352186	Polyketide
1993.SAMN04489713.FOVH01000013	BGC0001939	89735	171605	Polyketide
200904.SAMEA103520668.FVZO01000013	BGC0001940	114368	148096	Polyketide
200904.SAMEA103520668.FVZO01000017	BGC0001941	495044	550248	NRP;Polyketide
202789.SAMEA3538285.LN881717	BGC0001942	804746	839807	NRP;Polyketide
203124.SAMN02598485.CP000393	BGC0001943	3818106	3862424	NRP
210007.SAMN02604090.AE014133	BGC0001944	930151	1096073	Polyketide
211165.SAMN02469883.AJLN01000100	BGC0001945	162916	210541	NRP
212667.SAMN02666092.JFFR01000027	BGC0001946	366008	465482	NRP;Polyketide
214095.SAMN03267164.JXKH01000002	BGC0001947	311884	335307	Saccharide
214095.SAMN03267164.JXKH01000003	BGC0001948	193870	197449	Unknown
215200.SAMN05216454.FODF01000001	BGC0001949	143609	151732	Unknown
215743.SAMN06564448.CP020474	BGC0001950	1972479	2030235	NRP
216.SAMN03075563.JRPD01000001	BGC0001951	340221	399105	NRP
2162.SAMN03085433.CP006933	BGC0001952	1199800	1262043	NRP
216903.SAMN05444371.FRAM01000003	BGC0001953	219407	280308	NRP
217031.SAMN03701610.LDJR01000056	BGC0001954	140266	160162	NRP;Polyketide
218284.SAMEA3139053.CCDN010000002	BGC0001955	486963	558264	Unknown
220687.SAMN04544315.KV440951	BGC0001956	2695907	2725147	Polyketide
220714.SAMN05660469.FNWS01000001	BGC0001957	205617	238132	Polyketide
221988.SAMN02603473.AE016827	BGC0001959	1179734	1194894	Unknown
223900.SAMEA3134141.CDGZ01000010	BGC0001960	124797	159149	Polyketide
224013.SAMN03796038.CP012036	BGC0001961	3174793	3211191	NRP
